advertiser,campaign_name,campaign_id,category,start_date,impressions,clicks
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,15222,125
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,15105,5
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,15099,3
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,15099,11
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,15033,14
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,15018,2
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,15016,2
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,15011,128
Bolsover Cruises,ORD-00291611 Bolsover Cruises,1889378,Travel,2025-01-01,15011,9
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,15008,2
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,15007,8
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,15007,11
Aldi,ORD-00293735 & ORD-00293701_Aldi_May_2025,1995563,Supermarket,2025-01-01,15001,539
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,15000,2
Thames and Hudson // D-Day Atlas - Charles Messenger,ORD-00283523 D-Day Atlas_Thames&Hudson_Total_May/June_H,1647175,Entertainment,2024-01-01,15000,23
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,15000,9
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,14751,35
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,14671,7
Beko,ORD-00293616_Beko_RunningTotal_GFKitchenvalue2025,1973988,Tech,2025-01-01,14287,340
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,13919,157
Sainsburys,ORD-00294588_Sainsbury's x Good Food TTD P2 June-August,2045562,Supermarket,2025-01-01,13670,155
Angelcare,ORD-00287020_Angelcare Made For Mums 2024,1791084,Parenting,2024-01-01,12861,10
Peugeot,ORD-00294321_Direct_Peugeot e3008_Q2_2025,2030170,Motoring,2025-01-01,12839,113
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,12749,60
Oxford University Press,ORD-00281393_OUP_march_HE,1663035,History,2024-01-01,12501,13
Oxford University Press,ORD-00281393_OUP_march_HE,1663035,History,2024-01-01,12500,20
La Vieja Fábrica,ORD-00293061_La Vieja Fábrica_Digi&Print_Oli&GF_SeptOct,2105575,Food,2025-01-01,12416,21
Sold Out,ORD-00290871_Gary Barlow_Nov,1880326,Entertainment,2024-01-01,12336,11
Paramount+,Paramount+_Wavemaker_High Stakes Drama_APP,1808893,Entertainment,2024-01-01,12325,323
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,11838,100
Pernod Ricard,ORD-00297666_PernodRicard_Absolut&Kahlua_December2025,2195115,Alcohol,2025-01-01,11710,1
Pernod Ricard,ORD-00297666 & ORD-00297808 _PernodRicard_Absolut&Kahlua_December2025,2206209,Alcohol,2025-01-01,11688,1
Pernod Ricard,ORD-00289957_Direct_MGOMD_Pernod_Kahlua_Truenative_Dec_LD,1856943,Alcohol,2024-01-01,11628,199
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,11615,7
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,11595,30
Immediate Media,Amazon XCM - Eclipse Takeover. 20/11/25,2187664,Retail,2025-01-01,11593,6
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,11304,194
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,11265,3
Sainsburys,ORD-00294588_Sainsbury's x Good Food TTD P2 June-August,2045562,Food,2025-01-01,11205,1020
BBC Good Food,Magazine-Subscription-GF-Christmas-Issue,2230055,Food,2025-01-01,11016,213
Sainsburys,ORD-00294588_Sainsbury's x Good Food TTD P2 June-August,2045562,Food,2025-01-01,10721,465
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2025-01-01,10353,885
BSskyb,ORD-00295733_Sky X Netflix_Zenith_Partnership_September,2125057,Entertainment,2025-01-01,10109,0
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,10071,113
Sainsburys,ORD-00294588_Sainsbury's x Good Food TTD P2 June-August,2045562,Food,2025-01-01,10036,508
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,10001,2
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,10000,8
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,9999,0
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,9982,5
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,9951,3
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,9950,1
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,9949,4
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,9934,4
Bloomsbury - Emperor Of Seas,ORD-00288300 Bloomsbury_Total_Sept_History_HE,1801902,Entertainment,2024-01-01,9900,35
President Cream,ORD-00298432_President Cream x Good Food,2254186,Food,2026-01-01,9700,37
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,9564,205
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,9414,21
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,9118,2
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,9105,59
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,8563,6
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,8199,48
Alpen,ORD-00277683_Alpen_GetMeMedia_Nov-Sept,1601248,Food,2024-01-01,7827,934
Sold Out,ORD-00290685_Bonnie Raitt AEG_Nov 24,1879809,Entertainment,2024-01-01,7774,9
Pernod Ricard,ORD-00290259_Direct_MGOMD_Pernod_Altos_-Dec__LD,1856900,Alcohol,2024-01-01,7634,63
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,7552,1
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,7517,4
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,7507,6
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,7502,8
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,7500,6
Peugeot,ORD-00294321_Direct_Peugeot e3008_Q2_2025,2030170,Motoring,2025-01-01,7458,48
Brown Forman + El Jimador ,ORD-00289639 Brown Forman+El Jimador_Good Food_Christmas 2024,1812591,Alcohol,2024-01-01,7250,19
Transport for Wales Rail,ORD-00289657_Transport For Wales: Kids Go Free,1815657,Travel,2024-01-01,7177,10
Piccolo,ORD-00293123 Piccolo_June_2025_GF_DIGI,2030423,Food,2025-01-01,7170,46
Pink Lady,ORD-00284147_Pink Lady_McCann Central_Native GF,1664559,Food,2024-01-01,7086,26
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,6707,16
Skoda,ORD-00271360 _Direct_ SkodaFleet_PHD_H2_2023_LD,1466969,Motoring,2024-01-01,6661,9
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,6477,15
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,6358,79
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,6356,13
Diageo,Johnnie Walker Partnership_Diageo_PHD_AprilJune25,1974104,Alcohol,2025-01-01,5966,129
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,5936,10
Diageo,Johnnie Walker Partnership_Diageo_PHD_AprilJune25,1974104,Alcohol,2025-01-01,5848,213
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Food,2025-01-01,5758,310
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,5627,88
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,5514,12
Pernod Ricard,ORD-00282322_Direct_MGOMD_Pernod_AbsolutHunni_MayJune_LD,1613518,Alcohol,2024-01-01,5507,26
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,5426,50
Merchant Gourmet,ORD-00291231_Merchant Gourmet_Yonder_Good Food_January 2025,1895723,Food,2025-01-01,5332,14
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,5295,16
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,5264,6
The Royal Mint,ORD-00290615_Royal_Mint_Xmas_2024_GF_OLI_DIGI,1837608,Food,2024-01-01,5174,9
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,5174,9
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,5005,0
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,5003,17
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,4985,9
Diageo,Johnnie Walker Partnership_Diageo_PHD_AprilJune25,1974104,Alcohol,2025-01-01,4941,127
Ocado,ORD-00285279_Ocado Made For Mums 2024,1798599,Parenting,2024-01-01,4828,63
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,4824,0
Aldi,ORD-00293735 & ORD-00293701_Aldi_May_2025,1995563,Supermarket,2025-01-01,4784,0
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,4728,0
The Walt Disney Company,PG_NatGeo_Zenith_Top_Gun_19th_September,2125006,Entertainment,2025-01-01,4677,42
Pearson Education Limited,ORD-00275699_Pearson_Q1/Q2_History,1577435,History,2024-01-01,4655,23
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,4640,12
Florette,ORD-00292672_Florette_Caratleeds_Partnership_May-July2025,1993798,Food,2025-01-01,4610,102
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,4574,13
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Food,2025-01-01,4463,433
Bletchley Park,ORD-00281879_Bletchley Park_Grove media_April_History,1657730,History,2024-01-01,4457,191
My Expert Midwife,ORD-00294341_Direct_MyexpertMidwife_Alchemy_Digi MFM,2062059,Parenting,2025-01-01,4354,8
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,4266,33
Disney+,PG_Disney_Inside Out 2 EHV_Aug 24,1731379,Entertainment,2024-01-01,4166,46
Paramount+,Paramount+_Wavemaker_High Stakes Drama_APP,1808893,Entertainment,2024-01-01,4087,0
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,4068,5
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,4000,6
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3965,3
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3963,2
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3963,2
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,3947,44
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3900,4
shell,ORD-00294734_Shell F1 x Top Gear 2025,2071034,On-Demand,2025-01-01,3765,55
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3689,2
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3689,1
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3689,4
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,3658,3
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3602,10
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3560,14
Waitrose,ORD-00293374_Direct_Waitrose_MGOMD_Easter25_LD,1969303,Food,2025-01-01,3544,445
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,3509,3
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,3371,9
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,3312,61
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3255,10
Transport for Wales Rail,ORD-00289657_Transport For Wales: Kids Go Free,1815657,Travel,2024-01-01,3244,7
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,3155,13
Audible,Audible_wavemaker_Comedy_July25,2054149,Entertainment,2025-01-01,3146,12
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,3100,11
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3060,1
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3060,0
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,3060,1
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Food,2025-01-01,3013,140
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,2907,1
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,2891,78
Arla Lurpak,PG_Arla_Castello_Q4_24/ORD-00290429 (Native),1887285,Food,2024-01-01,2661,38
Arla Lurpak,PG_Arla_Castello_Q4_24/ORD-00290429 (Native),1887285,Food,2024-01-01,2653,74
Pearson Examiner,ORD-00289977 Pearson_History_Q1 2025,1991085,Parenting,2025-01-01,2588,25
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,2464,9
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,2396,5
Barretine Spring + Summer GW,ORD-00278706_Barretine Spring + Summer GW,1661668,Gardening,2024-01-01,2277,11
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,2276,0
Positec Worx,ORD-00288027/ORD-00288030_Positec Q4 Burst - Worx,1876392,Gardening,2024-01-01,2265,2
Positec Worx,ORD-00288027_Positec Q4 Burst - Worx,1804403,Gardening,2024-01-01,2265,2
Nacon - Rugby '25,ORD-00291547 Nacon_Rugby25_IM_RT_feb25,1945104,Gaming,2025-01-01,2261,48
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,2258,39
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,2140,10
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,2127,6
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Food,2025-01-01,1931,220
Diageo,Diageo_JohnnieWalkerBlack_Sep-Dec (Native),1817891,Alcohol,2024-01-01,1926,7
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,1919,18
Centrum,ORD-00291473_Centrum_Spark_Vitamins 2025,1896853,Health,2025-01-01,1897,17
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,1759,2
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,1745,4
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,1725,4
Bloomsbury,ORD-00296570 Bloomsbury Display & Solus,2193064,Entertainment,2025-01-01,1680,2
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,1679,20
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,1622,4
BBC Good Food,GF App House Ads ,2234260,Food,2025-01-01,1570,11
BBC Good Food,Magazine-Subscription-GF-Christmas-Issue,2230055,Food,2025-01-01,1570,11
Grana Padano,ORD-00290516_Grana_Padano_Xmas_GF_24,1878439,Food,2024-01-01,1396,9
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,1338,8
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Food,2025-01-01,1337,126
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,1251,0
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,1250,4
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,1248,0
David Austin Roses,ORD-00281749 /David Austin Roses/Gardeners World May-June24,1648517,Gardening,2024-01-01,1239,7
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,1135,3
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,1134,0
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,1103,1
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,1075,0
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,1034,0
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,905,8
BBC Good Food,GF App House Ads ,2234260,Food,2025-01-01,536,13
BBC Good Food,Magazine-Subscription-GF-Christmas-Issue,2230055,Food,2025-01-01,536,13
Merchant Gourmet,ORD-00291231_Merchant Gourmet_Yonder_Good Food_January 2025,1895723,Food,2025-01-01,532,16
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,523,2
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,505,0
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,388,0
Birds Eye,ORD-00298551_Birds Eye Peas - Zenith - March - April,2277873,Food,2026-01-01,383,45
Live Nation,ORD-00284373 _Clannad Live Nation_May,1661251,Entertainment,2024-01-01,326,0
Ocado,ORD-00285279_Ocado Made For Mums 2024,1798599,Parenting,2024-01-01,278,0
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,278,0
Laithwaites,Marketing-house-external-partnership,2157559,Alcohol,2025-01-01,278,0
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,203,1
Playseat,ORD-00285484 Playseat_IM_TopGear_August,1731409,Gaming,2024-01-01,182,10
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,170,0
Nacon,ORD-00294535 Nacon_Architect Life_IM_July_RT,2064490,Gaming,2025-01-01,99,4
Outfit 7,ORD-00285090 Outfit7,1687862,Gaming,2024-01-01,78,1
Nintendo,ORD-00288651 Nintendo: Echoes of Wisdom,1814079,Gaming,2024-01-01,71,1
Box,Box.co.uk/Norton_Digital Skin_December,2237872,Parenting,2025-01-01,32,0
Peugeot,ORD-00294321_Direct_Peugeot e3008_Q2_2025,2030170,Motoring,2025-01-01,17,0
