segment_name,platform,reach,category,description,plain_english,code,frequency,window,icon_key
Parenting - Summer Break Outdoor Activities,AP,16626061,Parenting,We define these users as those who typically engage in outdoor activities with their children during the summer holidays.,Typically engage in outdoor activities with their children during the summer holidays.,ap_x 17713,,,parenting
Parenting - Summer Break Museum or Exhibition Visitors,AP,35817,Parenting,We define these users as those who typically visit museums or exhibitions with their children during the summer holidays.,Typically visit museums or exhibitions with their children during the summer holidays.,ap_x 17713,,,parenting
Parenting - Summer Break Sports or Recreational Activity Participants,AP,1126551,Parenting,We define these users as those who typically enagage in sports or recreational activities with their children during the summer holidays.,Typically enagage in sports or recreational activities with their children during the summer holidays.,ap_x 17715,,,parenting
Jaguar Land Rover - Car Considerers,AP,9375542,Auto,We define these users as those who buying a Jaguar Land Rover.,Buying a Jaguar Land Rover.,ap_x 17716,,,auto
Luxury Car Intenders,AP,1806662,Auto,We define these users as those who are planning on buying a luxury car in the next 2 years.,Are planning on buying a luxury car in the next 2 years.,ap_x 17717,,,auto
Gaming - 2hrs+ per session,AP,4123059,Gaming,We define these users as those who game for 2 hours and up during each gaming session.,Game for 2 hours and up during each gaming session.,ap_x 17718,,,gaming
Buying New Smartphone Intend After Current Phone Stops Working,AP,21388750,Auto,We define these users as those who are most likely buy a new smartphone when their current one stops working.,Are most likely buy a new smartphone when their current one stops working.,ap_x 17720,,,auto
Handheld Gaming Device Fans,AP,14468931,Gaming,We define these users as those who enjoy using handheld gaming devices.,Enjoy using handheld gaming devices.,ap_x 17721,,,gaming
Gaming - Video Games Adaptations to Tv Shows (vice versa) Fans,AP,7419177,Gaming,We define these users as those who generally enjoy screen adaptaions of games and vice versa.,Generally enjoy screen adaptaions of games and vice versa.,ap_x 17724,,,gaming
Garden Centre Shopping Preference for Gardening Products,AP,24677231,Gardening,We define these users as those who usually shop for gardening products at garden centres.,Usually shop for gardening products at garden centres.,ap_x 17725,,,gardening
Car Preference - Practicality,AP,22497327,Auto,We define these users as those who believe practicality is the most important factor when choosing a car.,Believe practicality is the most important factor when choosing a car.,ap_x 17727,,,auto
Road Trip Goers,AP,5215012,Travel,We define these users as those who usually go on road trips when doing a getaway.,Usually go on road trips when doing a getaway.,ap_x 17728,,,travel
"Cash ISA, Stocks and Shares ISA Users",AP,2615599,Finance,We define these users as those who have both a cash and stocks and shares ISA.,Have both a cash and stocks and shares ISA.,ap_x 17729,,,finance
"Life Approach - Flexible, Adaptive and Resilient",AP,5568241,Life Approach,"We define these users as those who approach life with flexibility, navigating challenges as they come and focusing on making the best of every situation.","Approach life with flexibility, navigating challenges as they come and focusing on making the best of every situation.",ap_x 17731,,,life-approach
Gaming - Strong Preference for Free-to-Play Games,AP,25254195,Gaming,We define these users as those who strongly prefer free-to-play games.,Strongly prefer free-to-play games.,ap_x 17732,,,gaming
Changing Mobile Service or Broadband Intenders,AP,3880471,Broadband,We define these users as those who are considering changing their mobile service or broadband provider.,Are considering changing their mobile service or broadband provider.,ap_x 17735,,,broadband
Buying New Smart Phone Intend During Sales or Discounts,AP,3724144,Retail,We define these users as those who are most likely buy a new smartphone when there are sales or a discounted price.,Are most likely buy a new smartphone when there are sales or a discounted price.,ap_x 17737,,,retail
Gardening Products Purchase at DIY/Home Furniture Retailer,AP,6344445,Gardening,We define these users as those who are most likely to purchase gardening products from a DIY/home furniture retailer.,Are most likely to purchase gardening products from a DIY/home furniture retailer.,ap_x 17739,,,gardening
Gardening Item Purchase Intent - Materials for DIY gardening projects,AP,17291801,Gardening,We define these users as those who intend to buy materials for DIY gardening projects.,Intend to buy materials for DIY gardening projects.,ap_x 17740,,,gardening
Car Preference - Freedom and Excitement,AP,4831320,Auto,"We define these users as those who believe that the most important factor when choosing a car is something that allows you to go wherever you want, whenever you want.","Believe that the most important factor when choosing a car is something that allows you to go wherever you want, whenever you want.",ap_x 17741,,,auto
Gardening Item Purchase Intent - Garden Furniture,AP,6016706,Gardening,We define these users as those who intend to purchase gardening furniture.,Intend to purchase gardening furniture.,ap_x 17742,,,gardening
Octopus Energy Customers,AP,12713618,Energy,We define these users as those who are Octopus energy cutomers.,Are Octopus energy cutomers.,ap_x 17743,,,energy
British Gas Customers,AP,5239655,Energy,We define these users as those who are British Gas customers.,Are British Gas customers.,ap_x 17744,,,energy
EDF Energy Customers,AP,6916407,Energy,We define these users as those who are EDF Energy customers.,Are EDF Energy customers.,ap_x 17745,,,energy
Life Approach - Embracing the moment and Present-Focused,AP,5873375,Life Approach,We define these users as those who prefer to embrace the moment and not over-think the future.,Prefer to embrace the moment and not over-think the future.,ap_x 17746,,,life-approach
Home Insurance (Buildings or Contents) Owners,AP,4425001,Insurance.,We define these users as those who have home insurance (building or contents).,Have home insurance (building or contents).,ap_x 17747,,,insurance
Supermarket Preference - Low Price,AP,4329782,Retail,We define these users as those who prefer to go to supermarkets with cheaper products.,Prefer to go to supermarkets with cheaper products.,ap_x 17748,,,retail
Life Approach - Life Seizers,AP,16601057,Retail,"We define these users as those who embrace the moment and approach life with flexibility, navigating challenges as they come.","Embrace the moment and approach life with flexibility, navigating challenges as they come.",ap_x 17749,,,retail
Car Preference - Safety,AP,8114065,Auto,We define these users as those who prefer a car that can keep themselves and their loves ones safe.,Prefer a car that can keep themselves and their loves ones safe.,ap_x 17751,,,auto
Gardening Item Purchase Intent - Non-powered gardening tools,AP,4089423,Gardening,We define these users as those who who itend to buy non-powered gardening tools.,Who itend to buy non-powered gardening tools.,ap_x 17752,,,gardening
Art & Entertainment Podcast Listeners,AP,4649369,Arts & Entertainment,We define these users as those who listen to art & entertainment podcasts.,Listen to art & entertainment podcasts.,ap_x 17753,,,arts-entertainment
Car Preference - Performance,AP,2662642,Auto,We define these users as those who believe performance is the important factor in a car.,Believe performance is the important factor in a car.,ap_x 17754,,,auto
Rugged Car Fans,AP,18975647,Auto,We define these users as those who are fans of rugged cars.,Are fans of rugged cars.,ap_x 17755,,,auto
Own Basic Gym Equipment,AP,19774621,Fitness,We define these users as those who own basic gym equipment such as dumbbells.,Own basic gym equipment such as dumbbells.,ap_x 17756,,,fitness
Own Cardio Equipment,AP,6180583,Auto,We define these users as those who own cardio equipment such as a treadmill.,Own cardio equipment such as a treadmill.,ap_x 17757,,,auto
Home Gym Owners,AP,19570559,Fitness,We define these users as those who have a fully equipped home gym.,Have a fully equipped home gym.,ap_x 17758,,,fitness
SUV Car Owners,AP,13350885,Auto,We define these users as those who own an SUV car.,Own an SUV car.,ap_x 17759,,,auto
Life Approach - Values Driven and Meaningful Connections,AP,3894564,Life Approach,"We define these users as those who prioritise living in alignment with their values, focus on meaningful connections and personal growth.","Prioritise living in alignment with their values, focus on meaningful connections and personal growth.",ap_x 17761,,,life-approach
Gardening Item Purchase Intent - Barbeques or pizza ovens,AP,4330905,Gardening,We define these users as those who intend to buy barbecues or pizza ovens.,Intend to buy barbecues or pizza ovens.,ap_x 17762,,,gardening
